门店编码	美团门店id	门店名称	地址	省级分部描述	门店类型描述	电话	负责人电话	市级分部描述	城市描述	管理地区	片区	更新时间	开店日期	关店日期	经度	纬度
V2207	416	南宁金湾花城分店	南宁市江南区白沙大道金湾花城10号楼一层1,3,5号	广西分部	便利店	0771-5670195	0771-5670195	广西分部	南宁	南宁一区	南宁一区02	2022/10/8 16:59	2021/12/29 0:00		108.32582	22.782715
V2208	1165	蒙自锦绣兰苑分店	蒙自市观澜路锦绣兰苑小区26幢1层26-7号商铺	云南分部	便利店	0873-3949331	0873-3949331	红河分部	蒙自	红河一区	红河一区01	2022/7/30 10:37	2017/5/12 0:00		23.345668	103.392842
V2209	1166	滨江俊发广场分店	昆明市白云路与万华路交汇处滨江俊园裙楼一层1601号	云南分部	便利店	0871-65726250	0871-65726250	昆明一部	昆明	昆明东区	昆明东区07	2022/7/26 15:04	2017/5/13 0:00		25.06639	102.717506
V2210	1167	鲁甸文屏南路分店	昭通市寻甸县文屏南路100号临街商铺	云南分部	便利店	15708702976	15708702976	昭通分部	鲁甸	昭通地区	昭通05	2022/7/26 16:26	2017/5/15 0:00		27.186572	103.553514
V2211	1168	鲁甸文屏东路二分店	昭通市鲁甸县文屏东路7号,9号临街商铺	云南分部	便利店	0870-3195056	15750123030	昭通分部	鲁甸	昭通地区	昭通05	2022/7/28 14:50	2017/5/15 0:00		27.195016	103.554587
V2212	1169	新平西园路分店	玉溪市新平县桂山街道办事处西园路27号滙滨源酒店一号楼一层	云南分部	便利店	15721856205	15758024685	玉溪分部	新平	玉溪地区	玉溪05	2022/7/26 15:20	2017/5/17 0:00		24.069376	101.986613
V2213	1170	马街南路分店	昆明市西山区马街南路45号	云南分部	便利店	0871-68259152	0871-68259152	昆明二部	昆明	昆明西区	昆明西区08	2022/12/8 17:47	2017/5/19 0:00		25.02763	102.636473
V2214	1171	保山红花小区分店	保山市隆阳区红花二期1号地块17、18号商铺	云南分部	便利店	0875-3066865	0875-2123202	保山分部	保山	保山地区	保山03	2022/9/14 14:15	2017/5/24 0:00		25.101931	99.196106
V2215	1172	昆明建设路二分店	云南省昆明市一二一大街320号-322号	云南分部	便利店	0871-68308004	0871-68308004	昆明一部	昆明	昆明北区	昆明北区08	2022/8/2 9:21	2011/12/15 0:00		102.695366	25.053609
V2216	1173	大理惠丰瑞城分店	大理市下关镇惠丰瑞城第3-2号商铺	云南分部	便利店	0872-2200225	0872-2200225	大理分部	大理	大理北区	大理北区02	2022/7/26 15:20	2017/6/1 0:00		25.606682	100.212103
V2217	411	南宁赛特广场分店	南宁市兴宁区东沟岭东州路99号赛特广场1号楼B116号商铺	广西分部	便利店	0771-3803886	0771-3803886	广西分部	南宁	南宁二区	南宁二区05	2022/10/8 16:59	2017/6/2 0:00		22.851611	108.346456
V2218	1835	保山杏花路分店	保山市隆阳区永昌街道办事处兰城路东侧	云南分部	便利店	0875-3066870	0875-2128508	保山分部	保山	保山地区	保山01	2022/7/26 15:20	2017/6/5 0:00		25.125822	99.173267
V2219	410	梧州新兴分店	广西梧州市长洲区新闻路393号第2幢负一层5号商铺	广西分部	便利店	0774-6026651	0774-6026651	广西分部	梧州	桂柳地区	桂柳02	2022/10/8 16:59	2017/6/5 0:00		23.487025	111.279074
V2220	1177	文山七花钟灵分店	文山市新平社区老保黑祥民家园3-1区16号	云南分部	便利店	0876-3062531	0876-2156305	文山分部	文山	文山地区	文山05	2022/12/7 14:26	2019/10/26 0:00		23.321702	104.287039
V2221	1178	丽江太和商业广场分店	云南省丽江市玉雪大道太和商业广场5幢01号商铺	云南分部	便利店	0888-8898981	0888-8898981	丽江分部	丽江	丽江地区	丽江01	2022/12/14 12:04	2017/6/7 0:00		26.861427	100.223759
V2222	1179	会泽通宝路分店	会泽县金钟镇通宝路(烟厂小区)B区125号临街商铺	云南分部	便利店	15187807213	15187807213	曲靖分部	会泽	曲靖北区	曲靖北区08	2022/9/23 16:02	2017/6/7 0:00		26.41891	103.301369
V2223	1180	丽江华首上领分店	云南省丽江市华首上领福慧佳苑4-105号	云南分部	便利店	0888-5101806	0888-5101806	丽江分部	丽江	丽江地区	丽江08	2022/12/13 13:49	2017/6/7 0:00		26.882198	100.217598
V2224	1181	昭通锦绣朝阳小区分店	昭通市昭阳区锦绣朝阳小区第14幢第S6号临街商铺	云南分部	便利店	15750132273	15750132273	昭通分部	昭通	昭通地区	昭通05	2022/7/26 14:21	2017/6/8 0:00		27.309292	103.681003
V2225	1182	保山易乐上苑分店	保山市隆阳区正阳南路160号	云南分部	便利店	0875-3066849	0875-2160808	保山分部	保山	保山地区	保山02	2022/11/19 9:16	2017/6/9 0:00		25.108148	99.163423
V2226	1183	福康花园分店	昆明市福康花园北区1幢21号商铺	云南分部	便利店	0871-64568838	0871-64568838	昆明二部	昆明	昆明西区	昆明西区02	2022/7/26 15:08	2017/6/10 0:00		40.201606	116.246419
V2227	375	南宁水悦龙湾分店	南宁市西乡塘区明秀西路170号龙光.水悦龙湾地下室地下二层B20079号商铺	广西分部	便利店	0771-3862654	0771-3862654	广西分部	南宁	南宁一区	南宁一区03	2022/10/8 16:59	2017/6/12 0:00		22.814724	108.284873
V2228	1185	金尚俊园分店	昆明市白云路与穿金路交叉口金尚俊园12幢1-2层1室	云南分部	便利店	0871-65844528	0871-65844528	昆明一部	昆明	昆明东区	昆明东区06	2022/7/26 15:04	2017/6/13 0:00		25.063271	102.734292
V2229	365	重庆渝新路店	重庆市九龙坡区渝新路112号	重庆分部	便利店	023-68527544	023-68527544	重庆分部	重庆	重庆一区	重庆一区05	2022/10/13 12:00	2017/6/13 0:00		29.536021	106.481213
V2230	1187	朝九晚五分店	昆明市盘龙区昙华社区郭家凹福缇岛小区9栋-1层B169-B173号商铺	云南分部	便利店	0871-63856772	0871-63856772	昆明一部	昆明	昆明东区	昆明东区05	2022/7/26 14:25	2017/6/14 0:00		25.04879	102.7695
V2231	1188	玉溪翡翠园分店	玉溪市红塔区龙马路延长线北侧玉溪一小区Z1幢2号商铺	云南分部	便利店	15758001190	15758001190	玉溪分部	玉溪	玉溪地区	玉溪03	2022/7/26 15:09	2017/6/15 0:00		24.354309	102.55884
V2232	1189	宜良锦绣时代分店	宜良县匡远街道办事处花园街延长线欧邦锦绣时代B幢101,111号	云南分部	便利店	0871-67511561	0871-67511561	昆明二部	宜良	昆明西区	昆明西区09	2022/7/26 14:36	2017/6/16 0:00		24.920743	103.14563
V2233	1190	环城西路分店	昆明市西山区环城西路577号云南省社会科学院研究大楼1楼C号	云南分部	便利店	0871-64150138	0871-64150138	昆明二部	昆明	昆明西区	昆明西区07	2022/7/26 14:41	2017/6/16 0:00		25.022228	102.699822
V2234	364	南宁橘子郡分店	南宁市兴宁区秀厢大道169号金源.橘子郡AB区半地下室A-108商铺	广西分部	便利店	0771-3189929	0771-3189929	广西分部	南宁	南宁二区	南宁二区01	2022/10/8 16:59	2017/6/23 0:00		22.866502	108.360023
V2235	361	南宁蓝山上城分店	南宁市青秀区凤翔路6号蓝山上城西区商铺1层F号F1-2A段	广西分部	便利店	0771-2803643	0771-2803643	广西分部	南宁	南宁二区	南宁二区04	2022/10/8 16:59	2020/5/23 0:00		22.819074	108.390186
V2236	1193	宜良春锦苑分店	宜良县匡远镇乡鸭湖小区二期(春锦苑)	云南分部	便利店	0871-67591516/65849650	0871-67591516	昆明二部	宜良	昆明西区	昆明西区09	2022/7/26 15:06	2017/6/28 0:00		24.91411	103.162878
V2237	1194	蒜村新区分店	昆明市盘龙区丰源路蒜村新区7栋6号	云南分部	便利店	0871-68391317	0871-68391317	昆明一部	昆明	昆明东区	昆明东区01	2022/7/26 15:22	2017/6/28 0:00		25.127258	102.741795
V2238	1195	万彩城分店	昆明市龙泉路万彩城市花园A1地块1#楼A103号商铺	云南分部	便利店	0871-65159244	0871-65159244	昆明一部	昆明	昆明北区	昆明北区04	2022/7/26 15:15	2017/6/28 0:00		25.072306	102.710638
V2239	349	南宁绿地国际花都分店	南宁市市良庆区平乐大道39号绿地国际花都3号楼105号-106号	广西分部	便利店	0771-3150232	18977085470	广西分部	南宁	南宁一区	南宁一区01	2022/11/15 17:04	2017/6/28 0:00		22.722166	108.386555
V2240	1197	实力锦城分店	昆明市呈贡实力锦城6幢1层商铺4号	云南分部	便利店	0871-64110381	0871-67462210...	昆明一部	昆明	呈贡新区	呈贡新区05	2022/7/26 15:04	2017/6/29 0:00		24.834532	102.866627
V2241	1198	海伦国际分店	昆明市广福路与金源大道交汇处春城时光花园4-2号地块春城时光花园1座商业123,124号	云南分部	便利店	0871-67204740	0871-67204740	昆明二部	昆明	昆明南区	昆明南区06	2022/7/26 15:09	2017/6/29 0:00		24.967817	102.743482
V2242	1199	锦悦四季万宏路分店	昆明市锦悦四季3-121/3-122/3栋内商铺7号	云南分部	便利店	0871-65182427	0871-65182427	昆明一部	昆明	昆明东区	昆明东区06	2022/7/26 15:05	2017/6/29 0:00		25.065239	102.730783
V2243	1200	保山太保北路分店	云南省保山市隆阳区兰城街道办事处太保南路以西易乐上苑润苑B区21幢1层A1、A2号	云南分部	便利店	0875-3066867	0875-2133668	保山分部	保山	保山地区	保山02	2022/7/26 15:10	2020/7/10 0:00		25.111875	99.155321
V2244	1201	锦悦四季小坝路分店	昆明市锦悦四季F栋F-01/F-02/F-03号商铺	云南分部	便利店	0871-63817847	0871-65844432	昆明一部	昆明	昆明东区	昆明东区06	2022/8/11 15:06	2017/6/30 0:00		25.064704	102.733106
V2245	353	重庆南方玫瑰城店	重庆市渝北区回兴街道锦华路8号南方玫瑰城C2区2号车库B区负3层27号	重庆分部	便利店	023-67453197	023-67453197	重庆分部	重庆	重庆二区	重庆二区01	2022/9/19 11:13	2017/6/30 0:00		29.670565	106.604972
V2246	1204	易门怡景花园分店	易门县龙泉镇东和路县医院北侧怡景花园2幢11号、1幢12号	云南分部	便利店	0877-4969619	0877-4969616	玉溪分部	易门	玉溪地区	玉溪06	2022/7/26 15:07	2017/7/1 0:00		24.675657	102.16801
V2247	354	南宁科瑞江韵分店	南宁市科园大道52号科瑞江韵商业广场第1层1017号商铺	广西分部	便利店	0771-3909113	0771-3909113	广西分部	南宁	南宁一区	南宁一区05	2022/10/8 16:59	2017/7/22 0:00		22.853324	108.272112
V2248	1206	金色俊园分店	云南省昆明市盘龙区东华街道办事处迎溪村餐厅	云南分部	便利店	0871-63803913	0871-63803913	昆明一部	昆明	昆明东区	昆明东区08	2022/7/26 15:09	2017/7/26 0:00		25.051258	102.746109
V2249	1207	俊发城分店	昆明市盘龙区北京路延长线俊发名城商铺N13-3-5	云南分部	便利店	0871-65632913	0871-65632913	昆明一部	昆明	昆明东区	昆明东区02	2022/7/26 15:04	2017/7/26 0:00		25.105125	102.753195
V2250	401	南宁联盟新城分店	南宁市青秀区桂雅路1号南宁.联盟新城5号楼19-20号	广西分部	便利店	0771-5711105	0771-5711105	广西分部	南宁	南宁二区	南宁二区04	2022/10/8 16:59	2017/7/29 0:00		22.801388	108.39432
V2251	1209	昭通永丰镇分店	昭通市昭阳区新民街213公路边临街商铺	云南分部	便利店	15750123327	15750123327	昭通分部	昭通永丰	昭通地区	昭通05	2022/7/26 14:21	2017/8/2 0:00		27.248464	103.668488
V2252	1210	陆良中兴北路分店	曲靖市陆良县中兴北路71号1楼临街商铺	云南分部	便利店	0874-6225676	0874-6225676	曲靖分部	陆良	曲靖南区	曲靖南区06	2022/7/26 14:21	2017/8/2 0:00		25.033709	103.659757
V2253	1211	融城金阶分店	昆明市官渡区民航路699号融城金阶D座1层9号商铺	云南分部	便利店	0871-67193787	0871-67193787	昆明二部	昆明	昆明南区	昆明南区02	2022/7/26 15:09	2017/8/4 0:00		25.009654	102.746632
V2254	1212	昆明万裕苑分店	云南省昆明市五华区大观街万裕苑商场1-19轴1层9号	云南分部	便利店	0871-65516134	0871-65516134	昆明一部	昆明	昆明北区	昆明北区05	2022/7/28 16:12	2020/11/2 0:00		25.042211	102.6983
V2255	395	桂林樱特莱庄园分店	桂林市七星区穿山东路11号樱特莱庄园100栋2号门面、2号车库、3号车库	广西分部	便利店	0773-7599971	0773-7599971	广西分部	桂林	桂柳地区	桂柳01	2022/10/8 16:59	2017/8/5 0:00		25.253069	110.310747
V2256	1214	蒙自振兴路分店	蒙自市天马路91号西延西侧晓龙岛小区31幢1层2号商铺	云南分部	便利店	0873-3736086	0873-3736086	红河分部	蒙自	红河一区	红河一区03	2022/7/30 10:44	2017/8/6 0:00		23.380035	103.359639
V2257	1215	文山龙福苑分店	文山开化镇卧龙路文城龙福苑1幢39号商铺	云南分部	便利店	0876-3062592	0876-2121369	文山分部	文山	文山地区	文山02	2022/12/7 14:25	2017/8/8 0:00		23.379866	104.238285
V2258	1216	东陆桥分店	昆明市西华小区商住Ⅲ3号9-14轴	云南分部	便利店	0871-64174047	0871-64174047	昆明二部	昆明	昆明西区	昆明西区07	2022/7/26 15:02	2017/8/8 0:00		25.029366	102.684006
V2259	1217	楚雄阳光花园分店	云南省楚雄州阳光大道阳光花园小区A4-04-A4-05号商铺	云南分部	便利店	0878-3124825	0878-3124825	楚雄分部	楚雄	楚雄一区	楚雄一区06	2022/10/11 9:29	2017/8/10 0:00		25.024218	101.597995
V2260	1218	楚雄胜景路分店	云南省楚雄州楚雄市胜景路9-2地段商铺	云南分部	便利店	0878-3116243	0878-3116243	楚雄分部	楚雄	楚雄一区	楚雄一区02	2022/10/11 9:29	2017/8/11 0:00		25.033584	101.559273
V2261	1219	楚雄盛世舒苑分店	楚雄市鹿城镇瑞东路999号盛世舒苑小区Q区天保商业街3幢13、14号	云南分部	便利店	0878-3115284	0878-3115284	楚雄分部	楚雄	楚雄一区	楚雄一区06	2022/10/11 9:29	2017/8/11 0:00		25.02038	101.589208
V2262	987	富源金城路二分店	富源县金城路三间临街商铺	云南分部	便利店	0874-4632688	0874-4632688	曲靖分部	富源	曲靖北区	曲靖北区03	2022/7/26 14:22	2017/8/15 0:00		25.66908	104.256376
V2263	1221	昆明金坤尚城祥和里分店	云南省昆明市西山区永昌街道文安路DS1栋商铺4号	云南分部	便利店	0871-68592148	0871-68592148	昆明二部	昆明	昆明西区	昆明西区05	2022/7/26 15:10	2022/5/26 0:00		102.699897	25.009106
V2264	1222	文山金玉名园分店	文山市环北三路金玉名园52幢F134号商铺	云南分部	便利店	0876-3062538	0876-2197689	文山分部	文山	文山地区	文山02	2022/12/7 14:33	2017/8/21 0:00		23.384472	104.228739
V2265	389	南宁北湖西三里店	南宁市北湖北路15号“北湖农贸市场扩建改造综合楼一楼5号铺面	广西分部	便利店	0771-3399623	0771-3399623	广西分部	南宁	南宁一区	南宁一区04	2022/10/8 16:59	2017/8/24 0:00		22.848977	108.320411
V2266	384	南宁盘龙居分店	南宁市青秀区盘龙路2号盘龙居 4、5 号商铺	广西分部	便利店	0771-5677371	0771-5677371	广西分部	南宁	南宁二区	南宁二区04	2022/10/8 16:59	2017/8/26 0:00		22.825119	108.392832
V2267	1225	瑞鼎城分店	昆明市盘龙区白云路168号瑞鼎城一期(地块二)一层1001号商铺	云南分部	便利店	0871-65660692	0871-65660692	昆明一部	昆明	昆明东区	昆明东区08	2022/7/26 14:29	2017/8/30 0:00		25.056464	102.740113
V2268	1226	商启街分店	昆明市螺蛳湾国际商贸城一期4幢1层商铺101，102，109室	云南分部	便利店	0871-64278701	0871-64278701	昆明二部	昆明	郊县地区	郊县地区03	2022/7/26 15:03	2017/8/30 0:00		24.937224	102.778817
V2269	382	重庆雍江御庭小区店	重庆市渝中区瑞天路53号	重庆分部	便利店	023-63702980	023-63702980	重庆分部	重庆	重庆一区	重庆一区02	2022/10/9 14:31	2017/9/1 0:00		29.553127	106.504217
V2270	1227	陆良文坛街分店	曲靖市陆良县中枢镇真理办事处十社（现文坛街9号）	云南分部	便利店	0874-6225673	0874-6225673	曲靖分部	陆良	曲靖南区	曲靖南区06	2022/7/26 14:21	2017/9/8 0:00		25.026353	103.667638
V2271	1228	建水福康路二分店	建水福康路(富康花源)18幢1-3号商铺	云南分部	便利店	0873-7681051	0873-7681051	红河分部	建水	红河二区	红河二区03	2022/11/8 13:15	2017/9/8 0:00		23.627073	102.824695
V2272	381	重庆佰乐街店	渝北区红金路37号附1号2-12，2-13号	重庆分部	便利店	023-67380091	023-67380091	重庆分部	重庆	重庆二区	重庆二区02	2022/9/19 11:13	2017/9/9 0:00			
V2273	1230	会泽抚军街分店	云南省会泽县城抚军街西侧,通宝路南侧A组团F幢1单元7号房	云南分部	便利店	15752130157	15752130157	曲靖分部	会泽	曲靖北区	曲靖北区08	2022/7/26 15:22	2017/9/15 0:00		26.408964	103.277299
V2274	380	桂林彰泰春天分店	桂林市七星区穿山东路36号彰泰春天1#10号商铺	广西分部	便利店	0773-7592224	0773-7592224	广西分部	桂林	桂柳地区	桂柳01	2022/10/8 16:59	2017/9/18 0:00		25.244141	110.314966
V2275	1231	文山中保家园分店	文山市中保家园小区11幢11-G座一层商铺,一层车库	云南分部	便利店	0876-3062593	0876-2158575	文山分部	文山	文山地区	文山05	2022/12/7 14:42	2017/9/19 0:00		23.335145	104.260202
V2276	1232	昆明未名城分店	昆明市西山区安庆路未名城小区A3地块S1号商业楼一楼5号	云南分部	便利店	0871-68236565	0871-68236565	昆明二部	昆明	昆明西区	昆明西区02	2022/9/30 10:20	2019/12/26 0:00			
V2277	1233	广居路分店	昆明市子君欣景花园永泰园10幢1层商铺94,95号	云南分部	便利店	0871-67370748	0871-67370748	昆明二部	昆明	郊县地区	郊县地区03	2022/9/16 15:44	2017/9/23 0:00		24.955883	102.779977
V2278	1234	霖岚国际分店	昆明市盘龙区穿金路205霖岚广场地块A栋A-0124,A-0125号房	云南分部	便利店	0871-65155781	0871-65155784	昆明一部	昆明	昆明东区	昆明东区08	2022/9/29 14:31	2017/9/23 0:00		25.053937	102.730207
